_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
{'$oid': '601e84360a720f053c000069'},,,{'$date': 1612612662117},{'$date': 1612612662117},,{'$date': 1612612662117},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f90920a720f053c0000f9'},,,{'$date': 1612681362707},{'$date': 1612681362707},,{'$date': 1612681362707},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f9c4a0a7214ad250000c8'},,,{'$date': 1612684362805},{'$date': 1612684362805},,{'$date': 1612684362805},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60201adc0a7214ad250000ff'},,,{'$date': 1612716764808},{'$date': 1612716764808},,{'$date': 1612716764808},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f7b7a0a720f053c0000ee'},,,{'$date': 1612675962865},{'$date': 1612675962865},,{'$date': 1612675962865},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f98c60a720f053c0000fe'},,,{'$date': 1612683462908},{'$date': 1612683462908},,{'$date': 1612683462908},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f81560a720f053c0000f1'},,,{'$date': 1612677462031},{'$date': 1612677462031},,{'$date': 1612677462031},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f31a60a720f053c0000d0'},,,{'$date': 1612657062622},{'$date': 1612657062622},,{'$date': 1612657062622},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60204ae80a7214ad25000111'},,,{'$date': 1612729064002},{'$date': 1612729064002},,{'$date': 1612729064002},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020776d0a7214ad25000120'},,,{'$date': 1612740461928},{'$date': 1612740461928},,{'$date': 1612740461928},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601fee520a720f053c000120'},,,{'$date': 1612705362952},{'$date': 1612705362952},,{'$date': 1612705362952},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601fdb920a7214ad250000e2'},,,{'$date': 1612700562478},{'$date': 1612700562478},,{'$date': 1612700562478},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601ffa0a0a7214ad250000f2'},,,{'$date': 1612708362866},{'$date': 1612708362866},,{'$date': 1612708362866},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602057ce0a720f053c000151'},,,{'$date': 1612732366236},{'$date': 1612732366236},,{'$date': 1612732366236},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601fe3c80a7214ad250000e6'},,,{'$date': 1612702664522},{'$date': 1612702664522},,{'$date': 1612702664522},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f36570a7214ad2500009d'},,,{'$date': 1612658263361},{'$date': 1612658263361},,{'$date': 1612658263361},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60205b510a7214ad25000117'},,,{'$date': 1612733265111},{'$date': 1612733265111},,{'$date': 1612733265111},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601fda670a720f053c00011a'},,,{'$date': 1612700263056},{'$date': 1612700263056},,{'$date': 1612700263056},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602067080a7214ad2500011c'},,,{'$date': 1612736264483},{'$date': 1612736264483},,{'$date': 1612736264483},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f8be40a7214ad250000c2'},,,{'$date': 1612680164025},{'$date': 1612680164025},,{'$date': 1612680164025},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f7f010a7214ad250000be'},,,{'$date': 1612676865401},{'$date': 1612676865401},,{'$date': 1612676865401},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f46bf0a7214ad250000a4'},,,{'$date': 1612662463024},{'$date': 1612662463024},,{'$date': 1612662463024},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601fb3ba0a720f053c000109'},,,{'$date': 1612690362110},{'$date': 1612690362110},,{'$date': 1612690362110},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f38af0a720f053c0000d4'},,,{'$date': 1612658863740},{'$date': 1612658863740},,{'$date': 1612658863740},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60202b430a7214ad25000103'},,,{'$date': 1612720963380},{'$date': 1612720963380},,{'$date': 1612720963380},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f35290a7214ad2500009c'},,,{'$date': 1612657961166},{'$date': 1612657961166},,{'$date': 1612657961166},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f4dc50a7214ad250000a9'},,,{'$date': 1612664261107},{'$date': 1612664261107},,{'$date': 1612664261107},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602017570a720f053c000132'},,,{'$date': 1612715863538},{'$date': 1612715863538},,{'$date': 1612715863538},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f58540a7214ad250000ad'},,,{'$date': 1612666964227},{'$date': 1612666964227},,{'$date': 1612666964227},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601fcd820a7214ad250000db'},,,{'$date': 1612696962817},{'$date': 1612696962817},,{'$date': 1612696962817},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '601f39db0a720f053c0000d5'},,,{'$date': 1612659163505},{'$date': 1612659163505},,{'$date': 1612659163505},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020e91a0a720f053c000196'},,,{'$date': 1612769562438},{'$date': 1612769562438},,{'$date': 1612769562438},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60217b960a720f05a8000012'},,,{'$date': 1612807062833},{'$date': 1612807062833},,{'$date': 1612807062833},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60207fa20a7214ad25000123'},,,{'$date': 1612742562664},{'$date': 1612742562664},,{'$date': 1612742562664},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60219c670a720f05a8000028'},,,{'$date': 1612815463678},{'$date': 1612815463678},,{'$date': 1612815463678},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020eb730a720f053c000197'},,,{'$date': 1612770163708},{'$date': 1612770163708},,{'$date': 1612770163708},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602181720a7214d8e9000034'},,,{'$date': 1612808562167},{'$date': 1612808562167},,{'$date': 1612808562167},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021c0bb0a7214d8e900004e'},,,{'$date': 1612824763833},{'$date': 1612824763833},,{'$date': 1612824763833},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020e46b0a720f053c000194'},,,{'$date': 1612768363776},{'$date': 1612768363776},,{'$date': 1612768363776},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020c84a0a720f053c000187'},,,{'$date': 1612761162673},{'$date': 1612761162673},,{'$date': 1612761162673},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60216d880a7214d8e9000004'},,,{'$date': 1612803464746},{'$date': 1612803464746},,{'$date': 1612803464746},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020a2cd0a720f053c000175'},,,{'$date': 1612751565209},{'$date': 1612751565209},,{'$date': 1612751565209},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60212be60a7214ad25000166'},,,{'$date': 1612786662637},{'$date': 1612786662637},,{'$date': 1612786662637},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020ac2a0a720f053c000177'},,,{'$date': 1612753962492},{'$date': 1612753962492},,{'$date': 1612753962492},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021c56a0a720f05a8000036'},,,{'$date': 1612825962087},{'$date': 1612825962087},,{'$date': 1612825962087},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020b4610a7214ad25000139'},,,{'$date': 1612756065351},{'$date': 1612756065351},,{'$date': 1612756065351},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020e0e50a720f053c000193'},,,{'$date': 1612767461664},{'$date': 1612767461664},,{'$date': 1612767461664},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602175ba0a7214d8e9000007'},,,{'$date': 1612805562799},{'$date': 1612805562799},,{'$date': 1612805562799},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60217f1b0a720f05a8000016'},,,{'$date': 1612807963559},{'$date': 1612807963559},,{'$date': 1612807963559},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020cbce0a7214ad25000140'},,,{'$date': 1612762062778},{'$date': 1612762062778},,{'$date': 1612762062778},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021804a0a720f05a8000019'},,,{'$date': 1612808266021},{'$date': 1612808266021},,{'$date': 1612808266021},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602198e50a720f05a8000027'},,,{'$date': 1612814565630},{'$date': 1612814565630},,{'$date': 1612814565630},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602145ae0a720f0573000007'},,,{'$date': 1612793262418},{'$date': 1612793262418},,{'$date': 1612793262418},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602176c90a7214d8e9000028'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1612805833000},{'$date': 1612805833000},{'$date': 1612805833000},{'$date': 1612805833000},{'$date': 1612805833000},25.0,{'$date': 1615225033000},1.0,FINISHED,1.0,6021768799409b11fcf8987f
{'$oid': '602116ce0a7214ad2500015e'},,,{'$date': 1612781262408},{'$date': 1612781262408},,{'$date': 1612781262408},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021ca1c0a720f05a8000039'},,,{'$date': 1612827164626},{'$date': 1612827164626},,{'$date': 1612827164626},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020faae0a7214ad25000152'},,,{'$date': 1612774062132},{'$date': 1612774062132},,{'$date': 1612774062132},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602160a30a720f05c0000001'},,,{'$date': 1612800163085},{'$date': 1612800163085},{'$date': 1612800171310},{'$date': 1612800163085},,,,,PENDING,,54ca99a9e4b0b11b4f7d6dc5
{'$oid': '6020a0720a720f053c000173'},,,{'$date': 1612750962447},{'$date': 1612750962447},,{'$date': 1612750962447},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6020f0220a7214ad25000150'},,,{'$date': 1612771362609},{'$date': 1612771362609},,{'$date': 1612771362609},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60214de60a720f057300000b'},,,{'$date': 1612795366580},{'$date': 1612795366580},,{'$date': 1612795366580},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021f05f0a720f05a8000062'},,,{'$date': 1612836959511},{'$date': 1612836959511},,{'$date': 1612836959511},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021d37b0a720f05a800003c'},,,{'$date': 1612829563796},{'$date': 1612829563796},,{'$date': 1612829563796},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021ed3c0a720f05a800005f'},,,{'$date': 1612836156332},{'$date': 1612836156332},,{'$date': 1612836156332},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022f4e60a7214d8e9000112'},,,{'$date': 1612903654477},{'$date': 1612903654477},,{'$date': 1612903654477},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021ed890a720f05a8000060'},,,{'$date': 1612836233412},{'$date': 1612836233412},,{'$date': 1612836233412},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022b0ef0a7214d8e90000f3'},,,{'$date': 1612886255475},{'$date': 1612886255475},,{'$date': 1612886255475},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022d8c90a720f05a80000e7'},,,{'$date': 1612896457677},{'$date': 1612896457677},,{'$date': 1612896457677},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60231cbd0a720f05a8000108'},,,{'$date': 1612913853799},{'$date': 1612913853799},,{'$date': 1612913853799},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60227c330a720f05a800009c'},,,{'$date': 1612872755261},{'$date': 1612872755261},,{'$date': 1612872755261},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021efe50a7214d8e9000081'},,,{'$date': 1612836837436},{'$date': 1612836837436},,{'$date': 1612836837436},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022e8000a720f05a80000ef'},,,{'$date': 1612900352875},{'$date': 1612900352875},,{'$date': 1612900352875},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022c1580a7214d8e90000ff'},,,{'$date': 1612890456013},{'$date': 1612890456013},,{'$date': 1612890456013},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602213e70a720f05a8000071'},,,{'$date': 1612846055216},{'$date': 1612846055216},,{'$date': 1612846055216},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6023216c0a720f05a800010a'},,,{'$date': 1612915052242},{'$date': 1612915052242},,{'$date': 1612915052242},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021d63a0a7214d8e9000058'},,,{'$date': 1612830266044},{'$date': 1612830266044},,{'$date': 1612830266044},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60223a950a7214d8e90000a2'},,,{'$date': 1612855957134},{'$date': 1612855957134},,{'$date': 1612855957134},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602299b40a720f05a80000bc'},5.0,All-receipts receipt bonus,{'$date': 1612880308000},{'$date': 1612880308000},{'$date': 1612880314000},{'$date': 1612880314000},{'$date': 1612880309000},5.0,{'$date': 1612793908000},2.0,FINISHED,1.0,6022998599409b11fcf89c53
{'$oid': '602231350a7214d8e900009f'},,,{'$date': 1612853557105},{'$date': 1612853557105},,{'$date': 1612853557105},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602299ad0a7214d8e90000d7'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612880301000},{'$date': 1612880301000},{'$date': 1612880302000},{'$date': 1612880302000},{'$date': 1612880302000},600.0,{'$date': 1612793901000},1.0,FINISHED,1.0,6022998599409b11fcf89c53
{'$oid': '6022d9f60a720f05a80000e8'},,,{'$date': 1612896758122},{'$date': 1612896758122},,{'$date': 1612896758122},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602279db0a720f05a800009b'},,,{'$date': 1612872155383},{'$date': 1612872155383},,{'$date': 1612872155383},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022752b0a7214d8e90000be'},,,{'$date': 1612870955434},{'$date': 1612870955434},,{'$date': 1612870955434},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602252050a7214d8e90000ae'},,,{'$date': 1612861957161},{'$date': 1612861957161},,{'$date': 1612861957161},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021ec5f0a720f05a800005d'},,,{'$date': 1612835935836},{'$date': 1612835935836},,{'$date': 1612835935836},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022c2820a720f05a80000dd'},,,{'$date': 1612890754173},{'$date': 1612890754173},,{'$date': 1612890754173},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602202540a720f05a800006a'},,,{'$date': 1612841556194},{'$date': 1612841556194},,{'$date': 1612841556194},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022b6cb0a7214d8e90000f8'},,,{'$date': 1612887755601},{'$date': 1612887755601},,{'$date': 1612887755601},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6022bb780a7214d8e90000fb'},,,{'$date': 1612888952812},{'$date': 1612888952812},,{'$date': 1612888952812},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6021d8cf0a7214d8e900005c'},,,{'$date': 1612830927890},{'$date': 1612830927890},,{'$date': 1612830927890},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602315b50a720f05a8000104'},,,{'$date': 1612912053799},{'$date': 1612912053799},,{'$date': 1612912053799},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602344970a7214d8e900012f'},,,{'$date': 1612924054957},{'$date': 1612924054957},,{'$date': 1612924054957},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6023e2c90a7214d8e9000175'},,,{'$date': 1612964553600},{'$date': 1612964553600},,{'$date': 1612964553600},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602467370a720f05a80001b7'},,,{'$date': 1612998454982},{'$date': 1612998454982},,{'$date': 1612998454982},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6024024b0a7214d8e900018d'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612972619000},{'$date': 1612972619000},{'$date': 1612972620000},{'$date': 1612972620000},{'$date': 1612972620000},250.0,{'$date': 1612504800000},5.0,FINISHED,25.0,602401f1c081001222409ad6
{'$oid': '602367ba0a720f05a800012e'},,,{'$date': 1612933050952},{'$date': 1612933050952},,{'$date': 1612933050952},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602438550a720f05a8000192'},,,{'$date': 1612986452963},{'$date': 1612986452963},,{'$date': 1612986452963},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602345c20a7214d8e9000130'},,,{'$date': 1612924354032},{'$date': 1612924354032},,{'$date': 1612924354032},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60233c5f0a720f05a8000119'},,,{'$date': 1612921951891},{'$date': 1612921951891},,{'$date': 1612921951891},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602454340a720f05a80001ae'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612993588000},{'$date': 1612993588000},{'$date': 1612993589000},{'$date': 1612993597000},{'$date': 1612993589000},789.2,{'$date': 1612137600000},2.0,FINISHED,5.88,60245433efa60112282c1859
{'$oid': '6023a2530a720f05a8000144'},,,{'$date': 1612948051494},{'$date': 1612948051494},,{'$date': 1612948051494},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60245dd50a720f05a80001b2'},,,{'$date': 1612996053522},{'$date': 1612996053522},,{'$date': 1612996053522},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60244d6e0a7214d8e90001c9'},,,{'$date': 1612991854415},{'$date': 1612991854415},,{'$date': 1612991854415},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6024024b0a7214d8e900018c'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1612972619000},{'$date': 1612972619000},{'$date': 1612972619000},{'$date': 1612972619000},{'$date': 1612972619000},500.0,{'$date': 1612677600000},5.0,FINISHED,25.0,602401f1c081001222409ad6
{'$oid': '602393180a720f05a800013d'},,,{'$date': 1612944152871},{'$date': 1612944152871},,{'$date': 1612944152871},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6023bfa00a7214d8e9000168'},,,{'$date': 1612955552645},{'$date': 1612955552645},,{'$date': 1612955552645},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602462850a720f05a80001b3'},,,{'$date': 1612997253140},{'$date': 1612997253140},,{'$date': 1612997253140},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602429930a720f05a800018b'},,,{'$date': 1612982675000},{'$date': 1612982675000},{'$date': 1612982676000},{'$date': 1612982676000},{'$date': 1612982676000},250.0,{'$date': 1612677600000},5.0,FINISHED,49.95,6024291f58b989121e6bad5f
{'$oid': '602380580a7214d8e900014a'},,,{'$date': 1612939352679},{'$date': 1612939352679},,{'$date': 1612939352679},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602402750a720f05a800016f'},5.0,All-receipts receipt bonus,{'$date': 1612972661000},{'$date': 1612972661000},{'$date': 1612972662000},{'$date': 1612972662000},{'$date': 1612972662000},5.0,{'$date': 1611705600000},5.0,FINISHED,49.95,602401f1c081001222409ad6
{'$oid': '602429640a720f05a8000187'},5.0,All-receipts receipt bonus,{'$date': 1612982628000},{'$date': 1612982628000},{'$date': 1612982629000},{'$date': 1612982629000},{'$date': 1612982629000},5.0,{'$date': 1612896228000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '6023d0080a720f05a8000155'},,,{'$date': 1612959752291},{'$date': 1612959752291},,{'$date': 1612959752291},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60243bdb0a720f05a80001a2'},,,{'$date': 1612987355866},{'$date': 1612987355866},,{'$date': 1612987355866},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602460300a7214d8e90001d6'},,,{'$date': 1612996656896},{'$date': 1612996656896},,{'$date': 1612996656896},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602331d70a720f05a8000113'},,,{'$date': 1612919254998},{'$date': 1612919254998},,{'$date': 1612919254998},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60245f020a7214d8e90001d5'},,,{'$date': 1612996354356},{'$date': 1612996354356},,{'$date': 1612996354356},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602427ec0a720f05a8000180'},,,{'$date': 1612982252121},{'$date': 1612982252121},,{'$date': 1612982252121},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6023ee820a720f05a8000163'},,,{'$date': 1612967554736},{'$date': 1612967554736},,{'$date': 1612967554736},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602439950a7214d8e90001c2'},5.0,All-receipts receipt bonus,{'$date': 1612986773000},{'$date': 1612986773000},{'$date': 1612986774000},{'$date': 1612986774000},{'$date': 1612986773000},5.0,{'$date': 1611863573000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '602402600a7214d8e9000195'},5.0,All-receipts receipt bonus,{'$date': 1612972640000},{'$date': 1612972640000},{'$date': 1612972641000},{'$date': 1612972641000},{'$date': 1612972641000},5.0,{'$date': 1612886240000},4.0,FINISHED,4.66,602401f1c081001222409ad6
{'$oid': '6024397f0a720f05a8000199'},,,{'$date': 1612986751902},{'$date': 1612986751902},,{'$date': 1612986751902},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60258c2b0a7214d8e900028f'},,,{'$date': 1613073451089},{'$date': 1613073451089},,{'$date': 1613073451089},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602483540a7214d8e90001ea'},,,{'$date': 1613005652712},{'$date': 1613005652712},,{'$date': 1613005652712},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602561fd0a7214d8e9000273'},,,{'$date': 1613062653588},{'$date': 1613062653588},,{'$date': 1613062653588},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602566ae0a7214d8e900027b'},,,{'$date': 1613063853994},{'$date': 1613063853994},,{'$date': 1613063853995},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60251e050a720f05a80001fc'},,,{'$date': 1613045253327},{'$date': 1613045253327},,{'$date': 1613045253327},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '60250b440a720f05a80001f5'},,,{'$date': 1613040452039},{'$date': 1613040452039},,{'$date': 1613040452039},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602531f00a7214d8e900023e'},,,{'$date': 1613050352795},{'$date': 1613050352795},,{'$date': 1613050352795},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6025a8580a720f05a8000270'},,,{'$date': 1613080664621},{'$date': 1613080664621},,{'$date': 1613080664621},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602558b60a7214d8e9000266'},5.0,All-receipts receipt bonus,{'$date': 1613060278000},{'$date': 1613060278000},{'$date': 1613060278000},{'$date': 1613060283000},{'$date': 1613060278000},5.0,{'$date': 1613001600000},5.0,FINISHED,26.0,602558b1efa60114d20e5dc7
{'$oid': '6025386a0a7214d8e9000241'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1613052010000},{'$date': 1613052010000},{'$date': 1613052018000},{'$date': 1613052018000},{'$date': 1613052011000},500.0,{'$date': 1612965610000},2.0,FINISHED,1.0,60253861efa6017a44dc6b50
{'$oid': '602569060a720f05a8000258'},,,{'$date': 1613064454884},{'$date': 1613064454884},,{'$date': 1613064454884},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '6024b5b70a720f05a80001d6'},,,{'$date': 1613018551213},{'$date': 1613018551213},,{'$date': 1613018551213},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602538b30a7214d8e9000248'},25.0,COMPLETE_NONPARTNER_RECEIPT,{'$date': 1613052083000},{'$date': 1613052083000},{'$date': 1613052084000},{'$date': 1613052084000},{'$date': 1613052084000},25.0,{'$date': 1612396800000},1.0,FINISHED,10.0,60253861efa6017a44dc6b50
{'$oid': '6024f7570a7214d8e900021f'},,,{'$date': 1613035351539},{'$date': 1613035351539},,{'$date': 1613035351539},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602585240a720f05a8000263'},,,{'$date': 1613071652038},{'$date': 1613071652038},,{'$date': 1613071652038},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602552c10a7214d8e9000255'},,,{'$date': 1613058753439},{'$date': 1613058753439},,{'$date': 1613058753439},,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
{'$oid': '602538740a7214d8e9000246'},5.0,All-receipts receipt bonus,{'$date': 1613052020000},{'$date': 1613052020000},{'$date': 1613052022000},{'$date': 1613052023000},{'$date': 1613052022000},5.0,{'$date': 1613052020000},1.0,FINISHED,2.23,60253861efa6017a44dc6b50
{'$oid': '602538920a720f05a8000216'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1613052050000},{'$date': 1613052050000},{'$date': 1613052050000},{'$date': 1613052055000},{'$date': 1613052050000},3500.0,{'$date': 1613001600000},5.0,FINISHED,20.0,60253891b54593795bf69242
